,institution_name,univ_address,city,state,zipcode,chief_name,chief_title,website_url,admin_url,financial_url,app_url,county,longitude,latitude,
,Shepherd University,301 N. King St,Shepherdstown,WV,25443-3210,Suzanne Shipley,President,http://WWW.SHEPHERD.EDU,http://unexpected.shepherd.edu/,http://www.shepherd.edu/faoweb,http://www.wvmentor.org/applications/shepherd_college/apply.html,Jefferson County,-77.804405,39.433299,
,Southern West Virginia Community and Technical College,Dempsey Branch Road,Mount Gay,WV,25637,Joanne Tomblin,President,http://www.southernwv.edu,,,,Logan County,-82.02904,37.85838,
,Fred W Eberle Technical Center,Rte 5 Box 2,Buckhannon,WV,26201,Michael Cutright,Director,http://fetc.edu,,,,Upshur County,-80.23203,38.99399,
,West Virginia School of Osteopathic Medicine,400 N Lee St,Lewisburg,WV,24901,"Michael D. Adelman, D.O., J.D.",Acting President,http://www.wvsom.edu,http://www.wvsom.edu,http://www.wvsom.edu,http://www.wvsom.edu,Greenbrier County,-80.438066,37.804962,
,West Virginia State University,Rte 25,Institute,WV,25112-1000,"Hazo W Carter, Jr",President,http://www.wvstateu.edu,http://www.wvstateu.edu/admissions,http://finaid.wvstateu.edu/,http://www.wvstateu.edu/office-admissions/online-applications,Kanawha County,-81.79422,38.38788,
,West Virginia University Hospital Departments of Rad Tech and Nutrition,Medical Ctr Dr,Morgantown,WV,26506-8062,Bruce McClymmonds,President,http://www.wvuhradtech.com,,,,Monongalia County,-79.95926,39.65235,
,West Liberty University,Route 88,West Liberty,WV,26074,Mr. Robin C. Capehart,President,http://www.westliberty.edu/,http://www.westliberty.edu/admissions/,http://www.westliberty.edu/financial-aid/,http://www.wvmentor.org/applications/wv_common_app/apply/west_liberty.html,Ohio County,-80.602176,40.164348,
,West Virginia University Institute of Technology,405 Fayette Pike,Montgomery,WV,25136,Scott Hurst,Provost,http://www.wvutech.edu,http://admissions.wvutech.edu,http://finaid.wvutech.edu,https://intraweb.wvutech.edu/admissions/online-application.php,Fayette County,-81.326083,38.179667,
,West Virginia Wesleyan College,59 College Ave,Buckhannon,WV,26201-2994,Dr. Pamela J. Balch,President,http://www.wvwc.edu,http://www.wvwc.edu/admission/,http://www.wvwc.edu/admission/financial_aid/,,Upshur County,-80.221481,38.989541,
,West Virginia Business College-Wheeling,1052 Main St,Wheeling,WV,26003,James Weir,Director,http://www.wvbc.edu,,,,Ohio County,-80.724002,40.069724,
,West Virginia Junior College-Charleston,1000 Virginia St E,Charleston,WV,25301,Thomas A. Crouse,Executive Director,http://www.wvjc.edu,http://www.wvjc.edu,http://www.wvjc.edu,http://www.wvjc.edu,Kanawha County,-81.634378,38.34801,
,West Virginia Junior College-Morgantown,148 Willey St,Morgantown,WV,26505,Patricia Callen,Director,http://www.wvjcmorgantown.edu,,,,Monongalia County,-79.954767,39.632573,
,International Beauty School 4,201 West King Street,Martinsburg,WV,25401,Jorgina Andrawos,Director,,,,,Berkeley County,-77.965197,39.45641,
,West Virginia Northern Community College,1704 Market St.,Wheeling,WV,26003-3699,Dr. Martin J. Olshinsky,President,http://www.wvncc.edu,http://www.wvncc.edu/Admissions/,http://www.wvncc.edu/finaid/,http://www.wvncc.edu/Admissions/ApplyOnLine.htm,Ohio County,-80.721813,40.06323,
,West Virginia University,"Stewart Hall, University Avenue",Morgantown,WV,26506-6201,James Clements,President,http://www.wvu.edu/,http://www.arc.wvu.edu,http://www.finaid.wvu.edu,http://apply.wvu.edu/applyNow,Monongalia County,-79.957569,39.654523,
,Wheeling Jesuit University,316 Washington Ave,Wheeling,WV,26003,Richard Beyer,President,http://www.wju.edu,http://www.wju.edu/admissions/,http://www.wju.edu/admissions/finaid/,http://www.wju.edu/admissions/adm_apply.asp,Ohio County,-80.689854,40.068402,
,Wood County School of Practical Nursing,300 Campus Drive,Parkersburg,WV,26104,Tina Hawley,Coordinator,http://wcvt.wood.tec.wv.us/OLD%20WCTC%20WEBSITE/WCSOPN/WCTC2.htm,,,,Wood County,-81.50573,39.21676,
,Advanced Institute of Hair Design,5780 N. Port Washington Rd.,Glendale,WI,53217,Penny Rushing,Chief Executive Officer,http://VICIBEAUTYSCHOOL.COM,,,,Milwaukee County,-87.916376,43.12092,
,Advanced Institute of Hair Design,4111 S. 108th Street,Greenfield,WI,53228,Penny Rushing,Chief Executive Officer,http://VICIBEAUTYSCHOOL.COM,,,,Milwaukee County,-88.047893,42.96931,
,Alverno College,3400 S 43rd  St,Milwaukee,WI,53234-3922,Mary J. Meehan,President,http://www.alverno.edu,http://www.alverno.edu/prospective_students/future_students.html,http://www.alverno.edu/campus_resource/financial_aid.html,http://www.alverno.edu/prospective_students/application_page.html,Milwaukee County,-87.96782,42.982762,
,Madison Area Technical College,3550 Anderson St,Madison,WI,53704,Bettsey Barhorst,President,http://matcmadison.edu,http://matcmadison.edu/apply-nowregister,http://matcmadison.edu/financial-aid,http://matcmadison.edu/admissions-process,Dane County,-89.326778,43.120803,
,Bellin Health School of Radiologic Technology,744 S Webster Ave,Green Bay,WI,54305-3400,George Kerwin,Chief Executive Officer,http://bellin.org,,,,Brown County,-88.010642,44.502025,
,Bellin College,3201 Eaton Road,Green Bay,WI,54311,V Jane Muhl,President/Chief Executive Officer,http://www.bellincollege.edu,http://www.bellincollege.edu,http://www.bellincollege.edu,http://www.bellincollege.edu,Brown County,-87.913867,44.4661,
,Beloit College,700 College St,Beloit,WI,53511-5595,Dr. Scott Bierman,President,http://www.beloit.edu,http://www.beloit.edu/prospective/,http://www.beloit.edu/prospective/afford/,http://www.beloit.edu/prospective/apply/,Rock County,-89.029602,42.503008,
,Blackhawk Technical College,6004 County Road G,Janesville,WI,53547-5009,Thomas C Eckert,President,http://www.blackhawk.edu,http://www.blackhawk.edu/Admissions.aspx,http://www.blackhawk.edu/FinancialAid.aspx,https://btcois.wctc.edu:4443/btcdb/bwskalog.P_DispLoginNon,Rock County,-89.011387,42.59344,
,Lakeside School of Massage Therapy,1726 N 1st Street,Milwaukee,WI,53212,Carole Ostendorf,CEO,http://www.lakeside.edu,http://www.lakeside.edu,http://www.lakeside.edu,http://www.lakeside.edu,Milwaukee County,-87.911201,43.052913,
,Cardinal Stritch University,6801 N Yates Rd,Milwaukee,WI,53217-3985,Mr. Kent H. Bergemann,Interim President,http://www.stritch.edu,http://www.stritch.edu/admissions/,http://www.stritch.edu/financialaid/,http://www.stritch.edu/Content.aspx?id=4294968025,Milwaukee County,-87.906213,43.140325,
,Carroll University,100 N East Ave,Waukesha,WI,53186,Douglas N. Hastad,President,http://www.carrollu.edu,http://www.carrollu.edu/prospective/default.asp,,,Waukesha County,-88.226758,43.004096,
,Carthage College,2001 Alford Park Dr,Kenosha,WI,53140-1994,F. Gregory Campbell,President,http://www.carthage.edu,http://www.carthage.edu/admissions/,http://www.carthage.edu/admissions/afford/index.cfm,http://www.carthage.edu/admissions/apply/index.cfm,Kenosha County,-87.824856,42.619988,
,Concordia University-Wisconsin,12800 N Lake Shore Dr,Mequon,WI,53097-2402,Patrick Ferry,President,http://www.cuw.edu,http://www.cuw.edu/Undergraduate/future/index.html,https://www.cuw.edu/Departments/financialaid/index.html,https://www.cuw.edu/apply/,Ozaukee County,-87.917733,43.250549,
,Edgewood College,1000 Edgewood College Drive,Madison,WI,53711-1997,Daniel Carey,President,http://www.edgewood.edu,http://www.edgewood.edu/prospective/default.aspx,http://www.edgewood.edu/prospective/undergraduate/freshman/costs.aspx,http://www.wisconsinmentor.org/applications/edgewood_college/apply.html,Dane County,-89.421706,43.060524,
,Fox Valley Technical College,1825 N Bluemound Dr,Appleton,WI,54912-2277,Dr. Susan May,President,http://www.fvtc.edu,http://www.fvtc.edu/public/content.aspx?ID=1652&PID=1,http://www.fvtc.edu/public/content.aspx?ID=1450&PID=15,,Outagamie County,-88.456544,44.278499,
,Gateway Technical College,3520 30th Ave,Kenosha,WI,53144-1690,Bryan Albrecht,President,http://www.gtc.edu,http://www.gtc.edu/admissions,http://www.gtc.edu/financialaid,,Kenosha County,-87.845864,42.605998,
,Gill-Tech Academy of Hair Design,230 S. McCarthy Rd,Appleton,WI,54914-8613,Sheryl Bruemmer,Executive Director,http://www.gill-tech.com,http://www.gill-tech.com,http://www.gill-tech.com,http://www.gill-tech.com,Outagamie County,-88.485809,44.261764,
,The Salon Professional Academy-Eau Claire,3408 Mall Drive,Eau Claire,WI,54701-7633,William Rauckman,Chief Executive Officer,http://tspaeauclaire.com,http://tspaeauclaire.com,http://tspaeauclaire.com,http://tspaeauclaire.com,Eau Claire County,-91.461192,44.783625,
,ITT Technical Institute-Greenfield,6300 W Layton Ave,Greenfield,WI,53220-4612,Jaravis Racine,Director,http://www.itt-tech.edu,,,,Milwaukee County,-87.992462,42.959433,
,DeVry University-Wisconsin,"411 E. Wisconsin Ave., Suite 300",Milwaukee,WI,53202-4400,Jeunet Davenport,Campus Director,http://www.devry.edu,,,,Milwaukee County,-87.906381,43.03873,
,Lakeland College,"W3718 South Drive, Cth M",Plymouth,WI,53073,Stephen A. Gould,President,http://www.lakeland.edu,,,,Sheboygan County,-87.882093,43.840906,
,Lakeshore Technical College,1290 North Avenue,Cleveland,WI,53015-1414,Dr. Michael Lanser,President,http://www.gotoltc.edu,,,,Manitowoc County,-87.735315,43.921553,
,Lawrence University,College Ave,Appleton,WI,54911,Jill Beck,President,http://www.lawrence.edu,http://www.lawrence.edu/admissions/,http://www.lawrence.edu/dept/finaid/,http://www.lawrence.edu/admissions/apply/,Outagamie County,-88.38269,44.28154,
,Maranatha Baptist Bible College,745 W Main St,Watertown,WI,53094,Marty Marriott,President,http://mbbc.edu,,,,Jefferson County,-88.73565,43.19548,
,Marian University,45 S National Ave,Fond Du Lac,WI,54935-4699,Dr. Steven DiSalvo,President,http://www.marianuniversity.edu,http://www.marianuniversity.edu/interior.asp?id=48,http://www.marianuniversity.edu/interior.asp?id=48,http://www.marianuniversity.edu/interior.asp?id=24,Fond du Lac County,-88.421951,43.777407,
,Marquette University,615 N 11th St,Milwaukee,WI,53233,"Rev. Robert A Wild, S.J.",President,http://www.marquette.edu,http://www.marquette.edu/student/,http://www.marquette.edu/about/fin_aid.shtml,http://www.marquette.edu/student/ugrad/applytoday.shtml,Milwaukee County,-87.925906,43.037657,
,Empire Beauty School-Madison,6414 Odana Road,Madison,WI,53717-1111,Michael Bouman,President/COO,http://www.empire.edu,,,,Dane County,-89.490802,43.055001,
,Medical College of Wisconsin,8701 Watertown Plank Rd,Milwaukee,WI,53226-0509,"John R. Raymond, Sr., MD",President Chief Exec Officer,http://www.mcw.edu,http://www.mcw.edu/acad/admission,http://www.mcw.edu/acad/finaid,,Milwaukee County,-88.020616,43.045769,
,Affinity Health System Program in Radiologic Technology,500 S. Oakwood Road,Oshkosh,WI,54903-3370,Daniel Neufelder,President,http://www.affinityhealth.org,,,,Winnebago County,-88.602978,44.0129,
,Mid-State Technical College,500 32nd St N,Wisconsin Rapids,WI,54494,Sue Budjac,President,http://www.mstc.edu,http://mstc.edu,http://www.mstc.edu/finaid/,https://www.witechcolleges.org/Apply/Apply_Online.php?district=14&Submit=Submit,Wood County,-89.786918,44.393058,
,Milwaukee Area Technical College,700 W State St,Milwaukee,WI,53233-1443,Dr. Michael Burke,President,http://matc.edu,http://matc.edu/student/newstudent/admissions.html,http://matc.edu/student/resources/FinancialAid/finaid.html,https://activeapply.matc.edu/apply/secure/adm_login.asp,Milwaukee County,-87.920298,43.043029,
,Milwaukee Institute of Art & Design,273 E Erie St,Milwaukee,WI,53202-6003,Neil Hoffman,President,http://www.miad.edu,http://www.miad.edu/content/view/2/37/,http://www.miad.edu/content/view/28/169/,http://www.miad.edu/content/view/242/93/,Milwaukee County,-87.905728,43.030021,
,Milwaukee School of Engineering,1025 N Broadway,Milwaukee,WI,53202-3109,Hermann Viets,President,http://www.msoe.edu,http://www.msoe.edu/admission,http://www.msoe.edu/finaid,http://www.msoe.edu/apply,Milwaukee County,-87.908464,43.043874,
,Moraine Park Technical College,235 N National Avenue,Fond du Lac,WI,54936-1940,Dr. Gayle Hytrek,President,http://www.morainepark.edu,http://www.morainepark.edu/admission-and-registration/,http://www.morainepark.edu/financial-aid/,http://www.morainepark.edu/admission-and-registration/enroll-in-a-program/apply/#program-apply,Fond du Lac County,-88.421807,43.785324,
,Mount Mary College,2900 N. Menomonee River Pky,Milwaukee,WI,53222-4597,Eileen Schwalbach,President,http://www.mtmary.edu/,http://www.mtmary.edu/prospectivestudents.htm,http://www.mtmary.edu/aid.htm,https://my.mtmary.edu/ICS/Admissions/,Milwaukee County,-88.035192,43.071584,
,Nashotah House,2777 Mission Rd,Nashotah,WI,53058-9793,Robert S Munday,Dean and President,http://www.nashotah.edu,,,,Waukesha County,-88.422065,43.093504,
,Nicolet Area Technical College,Hwy G South,Rhinelander,WI,54501-0518,Elizabeth Burmaster,President,http://www.nicoletcollege.edu,http://www.nicoletcollege.edu,,,Oneida County,-89.35026,45.5755,
,Northcentral Technical College,1000 Campus Dr,Wausau,WI,54401-1899,Dr. Lori Weyers,President,http://www.ntc.edu,,,,Marathon County,-89.648325,44.988142,
,Northeast Wisconsin Technical College,2740 W Mason St,Green Bay,WI,54307-9042,H Jeffery Rafn,President,http://www.nwtc.edu,http://www.nwtc.edu/services/Admissions-Registration/admissions/Pages/home.aspx,http://www.nwtc.edu/services/Admissions-Registration/financial-aid/Pages/home.aspx,http://www.nwtc.edu/services/Admissions-Registration/admissions/ApplyNow/Pages/home.aspx,Brown County,-88.106212,44.524062,
,Northland International University,W10085 Pike Plains Rd,Dunbar,WI,54119-9285,Matthew Olson,President and CEO,http://www.ni.edu,http://www.ni.edu/admissions/,http://www.ni.edu/Schools/NBBC/Financial-Aid/,https://nia.ni.edu/Home.aspx,Marinette County,-88.09373,45.585166,
,Northland College,1411 Ellis Avenue,Ashland,WI,54806-3999,Michael Miller,President,http://www.northland.edu,http://www.northland.edu/admissions-overview.htm,http://www.northland.edu/admissions-financial-aid-overview.htm,https://my.northland.edu/ICS/Admissions/,Ashland County,-90.873545,46.58088,
,Ripon College,300 Seward St,Ripon,WI,54971-0248,David C. Joyce,President,http://www.ripon.edu,,,,Fond du Lac County,-88.841372,43.842978,
,Sacred Heart School of Theology,7335 S Hwy 100,Franklin,WI,53132,"Very Rev. Jan de Jong, S.C.J.",President-Rector,http://www.shst.edu,,,,Milwaukee County,-88.042172,42.911798,
,Saint Norbert College,100 Grant St,De Pere,WI,54115-2099,Thomas Kunkel,President,http://www.snc.edu,http://www.snc.edu/futurestudents/,http://www.snc.edu/financialaid/,http://www.snc.edu/futurestudents/apply_traditional.html,Brown County,-88.065306,44.445065,
,Silver Lake College,2406 S Alverno Rd,Manitowoc,WI,54220-9319,"George Arnold, Ph.D.",President,http://www.sl.edu/,http://www.sl.edu/admissions/,http://www.sl.edu/finaid/,https://diamond.sl.edu/campusweb/web.asp?web=ADM.LOGIN&SECTIONS=SILV.APPLICATION.SECTIONS,Manitowoc County,-87.740823,44.07136,
,State College of Beauty Culture Inc,1930 Grand Avenue,Wausau,WI,54403,Andrea L Burns,President,http://www.statecollegeofbeauty.com,,,,Marathon County,-89.617789,44.937392,
,Southwest Wisconsin Technical College,1800 Bronson Blvd,Fennimore,WI,53809-9778,Karen R Knox,President,http://www.swtc.edu,http://www.swtc.edu,http://www.swtc.edu,,Grant County,-90.635723,42.973047,
,Bryant and Stratton College-Milwaukee,310 W. Wisconsin Avenue Suite 500,Milwaukee,WI,53203-2608,Peter J. Pavone,Director,http://www.bryantstratton.edu,,,,Milwaukee County,-87.91501,43.038788,
,Theda Clark Medical Center School of Radiologic Technology,130 Second St,Neenah,WI,54956-2021,Troy Albrecht,Program Director,,http://www.thedacare.org/ThedaCareWeb/Templates/Basic/Default.aspx?ContentId=e12a971c-b9be-46c6-9d05-0e85a52c9bec,,,Winnebago County,-88.453521,44.188205,
,University of Wisconsin Colleges,780 Regent St,Madison,WI,53708-8680,Marv Van Kekerix,Interim Chancellor,http://www.uwc.edu,http://www.uwc.edu/admissions/,http://www.uwc.edu/financial-aid/,https://apply.wisconsin.edu/,Dane County,-89.3983,43.067705,
,Viterbo University,900 Viterbo Drive,La Crosse,WI,54601-8804,Dr. Richard Artman,President,http://www.viterbo.edu,http://www.viterbo.edu/adm.aspx,http://www.viterbo.edu/financialaid/,http://www.viterbo.edu/application.aspx,La Crosse County,-91.2453,43.80204,
,Chippewa Valley Technical College,620 W Clairemont Ave,Eau Claire,WI,54701-6162,Bruce Barker,President,http://www.cvtc.edu,http://www.cvtc.edu,http://www.cvtc.edu,http://www.cvtc.edu,Eau Claire County,-91.505993,44.793282,
,Waukesha County Technical College,800 Main Street,Pewaukee,WI,53072-4601,"Barbara Prindiville, Ph.D.",President,http://www.wctc.edu,http://www.wctc.edu/admissions/index.php,http://www.wctc.edu/financial_aid/index.php,http://www.wctc.edu/admissions/apply_online.php,Waukesha County,-88.2525,43.072257,
,Western Technical College,400 Seventh St. North,La Crosse,WI,54602-0908,J Lee Rasch EdD,President,http://www.westerntc.edu,http://www.westerntc.edu/admissions,http://www.westerntc.edu/financialaid/,https://www.witechcolleges.org/Apply/Apply_Online.php?district=02,La Crosse County,-91.246736,43.81502,
,University of Wisconsin-Whitewater,800 W Main St,Whitewater,WI,53190-1790,Richard Telfer,Chancellor,http://www.uww.edu,http://www.uww.edu/admissions/,http://www.uww.edu/financialaid/,https://apply.wisconsin.edu/,Walworth County,-88.741427,42.835008,
,Wisconsin Indianhead Technical College,505 Pine Ridge Drive,Shell Lake,WI,54871-8727,Bob Meyer,President,http://www.witc.edu,,,,Washburn County,-91.9151,45.747989,
,Wisconsin School of Professional Psychology,9120 W Hampton Ave,Milwaukee,WI,53225-4960,Kathleen M Rusch,President,http://www.wspp.edu,http://www.wspp.edu,http://www.wspp.edu/FAWSPP.html,http://www.wspp.edu/admissions.html,Milwaukee County,-88.026521,43.105041,
,Paul Mitchell the School-Green Bay,3450 S. Packerland Dr.,De Pere,WI,54115,Stephen Paul,President,http://www.greenbay.paulmitchell.edu,http://www.greenbay.paulmitchell.edu,http://www.greenbay.paulmitchell.edu,http://www.greenbay.paulmitchell.edu,Brown County,-88.115101,44.468073,
,University of Wisconsin-Eau Claire,105 Garfield Avenue,Eau Claire,WI,54702-4004,Brian Levin-Stankevich,Chancellor,http://www.uwec.edu,http://www.uwec.edu/admissions/,http://www.uwec.edu/finaid/index.htm,https://apply.wisconsin.edu/,Eau Claire County,-91.501539,44.799077,
,University of Wisconsin-Green Bay,2420 Nicolet Dr,Green Bay,WI,54311-7001,Thomas K. Harden,Chancellor,http://www.uwgb.edu,http://www.uwgb.edu/admissions/,http://www.uwgb.edu/financialaid/,https://apply.wisconsin.edu/,Brown County,-87.931289,44.531783,
,University of Wisconsin-La Crosse,1725 State St,La Crosse,WI,54601-9959,Joe Gow,Chancellor,http://www.uwlax.edu,http://www.uwlax.edu/admissions/,http://www.uwlax.edu/finaid/,https://apply.wisconsin.edu/,La Crosse County,-91.230506,43.812873,
,Wisconsin Lutheran College,8800 W Bluemound Rd,Milwaukee,WI,53226-4699,Daniel W. Johnson,President,http://wlc.edu,http://www.beawlcwarrior.com/,http://wlc.edu/fa,https://my.wlc.edu/ics/Admissions/Apply_for_Admission.jnz,Milwaukee County,-88.022949,43.035999,
,University of Wisconsin-Oshkosh,800 Algoma Blvd,Oshkosh,WI,54901,Richard H. Wells,Chancellor,http://www.uwosh.edu,http://admissions.uwosh.edu/,http://www.uwosh.edu/fin_aids/,https://apply.wisconsin.edu/,Winnebago County,-88.54946,44.02453,
,University of Wisconsin-Parkside,900 Wood Rd,Kenosha,WI,53141-2000,Deborah L. Ford,Chancellor,http://www.uwp.edu,http://www.uwp.edu/admissions/,http://www.uwp.edu/departments/financial.aid/,https://apply.wisconsin.edu/,Kenosha County,-87.849632,42.64914,
,Herzing University-Madison,5218 E. Terrace Dr.,Madison,WI,53718,Donald G Madelung,President,http://www.Herzing.edu,,,,Dane County,-89.291617,43.143622,
,University of Wisconsin-Stout,712 S. Broadway St.,Menomonie,WI,54751,Charles Sorensen,Chancellor,http://www.uwstout.edu,http://admissions.uwstout.edu/,http://www.uwstout.edu/finaid/,https://apply.wisconsin.edu/,Dunn County,-91.931068,44.890434,
,University of Wisconsin-Superior,Belknap & Catlin,Superior,WI,54880-4500,Christopher L. Markwood,Interim Chancellor,http://www.uwsuper.edu,http://www.uwsuper.edu/admissions/,http://www.uwsuper.edu/finaid/index.cfm,https://apply.wisconsin.edu/,Douglas County,-92.087525,46.720578,
,University of Wisconsin-System Administration,1220 Linden Dr,Madison,WI,53706,Kevin Reilly,President,http://www.wisconsin.edu,http://uwhelp.wisconsin.edu/admissions/index.aspx,http://uwhelp.wisconsin.edu/paying/index.aspx,https://apply.wisconsin.edu/,Dane County,-89.406599,43.075146,
,University of Wisconsin-Madison,500 Lincoln Dr,Madison,WI,53706-1380,Carolyn Biddy Martin,Chancellor,http://www.wisc.edu,http://www.wisc.edu/admissions/,http://www.finaid.wisc.edu/,http://www.admissions.wisc.edu/applyOnline.php,Dane County,-89.404708,43.074249,
,University of Wisconsin-Milwaukee,2200 E Kenwood Blvd,Milwaukee,WI,53201-0413,Michael R. Lovell,Interim Chancellor,http://www.uwm.edu,http://www4.uwm.edu/des/admission/,http://www4.uwm.edu/financialaid/,https://apply.wisconsin.edu/,Milwaukee County,-87.882867,43.074784,
,University of Wisconsin-Platteville,1 University Plz,Platteville,WI,53818-3001,Dennis Shields,Chancellor,http://www.uwplatt.edu,http://www.uwplatt.edu/admission.html,http://www.uwplatt.edu/finaid/,https://apply.wisconsin.edu/,Grant County,-90.4931,42.73379,
,University of Wisconsin-River Falls,410 S 3rd St,River Falls,WI,54022-5001,Dean Van Galen,Chancellor,http://www.uwrf.edu,http://www.uwrf.edu/admissions/,http://www.uwrf.edu/financial-assistance/,https://apply.wisconsin.edu/,Pierce County,-92.623972,44.8552,
,University of Wisconsin-Stevens Point,2100 Main St,Stevens Point,WI,54481,Bernie Patterson,Chancellor,http://www.uwsp.edu,http://www.uwsp.edu/admissions/,http://www.uwsp.edu/finance/,https://apply.wisconsin.edu/,Portage County,-89.569446,44.523598,
,Casper College,125 College Dr,Casper,WY,82601-4699,Dr. Walter H. Nolte,President,http://www.caspercollege.edu,http://www.caspercollege.edu/admissions,http://www.caspercollege.edu/financial_aid,http://www.caspercollege.edu/admissions/gettingin.html,Natrona County,-106.324419,42.834051,
,Central Wyoming College,2660 Peck Avenue,Riverton,WY,82501,Dr. Jo Anne McFarland,President of the College,http://www.cwc.edu/,http://www.cwc.edu/admissions,http://www.cwc.edu/cash,http://www.cwc.edu/admissions/applying,Fremont County,-108.425856,43.030024,
,Eastern Wyoming College,3200 West C St,Torrington,WY,82240-1699,Dr. Thomas Armstrong,President,http://ewc.wy.edu,http://www.ewc.wy.edu/future/admissions/apply.cfm,http://www.ewc.wy.edu/future/finaid/index.cfm,https://ewc.wy.edu/forms/admissions/,Goshen County,-104.188813,42.076902,
,Laramie County Community College,1400 E College Dr,Cheyenne,WY,82007-3299,Miles LaRowe,Interim President,http://www.lccc.wy.edu,http://www.lccc.wy.edu/admissions,http://www.lccc.wy.edu/services/financialAid,http://www.lccc.wy.edu/admissions/apply,Laramie County,-104.783446,41.102301,
,Northwest College,231 W 6th St,Powell,WY,82435,Paul B. Prestwich,President,http://www.northwestcollege.edu,http://admissions.northwestcollege.edu/,http://www.northwestcollege.edu/financialaid/,https://admissions.northwestcollege.edu/apply/applicationListing.aspx,Park County,-108.760905,44.759636,
,Sheridan College,3059 S Coffeen Ave,Sheridan,WY,82801,Paul Young,President,http://www.sheridan.edu,http://www.sheridan.edu/admissions,http://www.sheridan.edu/finaid,http://www.sheridan.edu/admissions,Sheridan County,-106.944791,44.763823,
,Western Wyoming Community College,2500 College Dr,Rock Springs,WY,82902-0428,Karla Leach,President,http://www.wwcc.wy.edu,http://admissions.wwcc.wy.edu/admissions,http://admissions.wwcc.wy.edu/financialAid,http://admissions.wwcc.wy.edu/admissions/apply/applicationProcess/applicationListing.aspx,Sweetwater County,-109.236231,41.594969,
,Cheeks International Academy of Beauty Culture-Cheyenne,207 W 18 St,Cheyenne,WY,82001-4413,Robert M Stevenson,Financial Aid Admin,http://www.cheeksusa.com,,,,Laramie County,-104.81653,41.134414,
,Wyotech-Laramie,4373 N 3rd,Laramie,WY,82072-9519,W. Guy Warpness,President,http://www.wyotech.edu/campus/laramie,,,,Albany County,-105.587823,41.365071,
,University of Wyoming,Corner of Ninth and Ivinson,Laramie,WY,82071,Thomas Buchanan,President,http://www.uwyo.edu,http://uwadmnweb.uwyo.edu/ADMISSIONS/,http://uwadmnweb.uwyo.edu/SFA/,http://uwadmnweb.uwyo.edu/admissions/info.asp?p=2251,Albany County,-105.58565,41.3115,
,American Samoa Community College,PO Box 2609,Pago Pago,AS,96799-2609,Seth P. Galea'i,President,http://www.amsamoa.edu,http://www.amsamoa.edu,http://www.amsamoa.edu,http://www.amsamoa.edu, ,-170.742728,-14.322587,
,Guam Community College,Sesame Street,Mangilao,GU,96913,Dr. Mary A.Y. Okada,President,http://www.guamcc.edu,,,, ,144.808927,13.44016,
,University of Guam,"303 J. U. Torres Drive, UOG Station",Mangilao,GU,96923,Dr. Robert A. Underwood,President,http://www.uog.edu,http://www.uog.edu/dynamicdata/ProspectiveStudents.aspx?siteid=1&p=43,http://www.uogonline.com/gateway/finaid/,http://www.uog.edu/dynamicdata/ProspectiveStudents.aspx?siteid=1&p=43, ,144.802413,13.433055,
,Northern Marianas College,As Terlaje Campus,Saipan,MP,96950-1250,Lorraine Cabrera,Interim President,http://www.nmcnet.edu/,http://www.nmcnet.edu/content.php?id=1&cat=6,http://www.nmcnet.edu/content.php?id=1&cat=9&mnu=31,, ,145.721764,15.152352,
,Institute of Beauty Careers,199 Llorens Torres Ave Corner To Coll y Toste St,Arecibo,PR,613,Magaly Gonzalez,Fiscal Officer,,,,https://www.instituteofbeautycareers.com,Arecibo Municipio,-66.731499,18.472333,
,Educational Technical College-Recinto de Bayamon,1685 CARR #2 KL 11.2,Bayamon,PR,959,Miriam Benitez,President,,,,,Bayam�_n Municipio,-66.159092,18.395254,
,American University of Puerto Rico,"Carr. #2, Km.14.4, Bo. Hato Tejas",Bayamon,PR,00960-2037,Juan B. Nazario-Negron,President,http://www.aupr.edu,,,,Bayam�_n Municipio,-66.191229,18.405861,
,American University of Puerto Rico,Carretera Estatal #2 Km.48.1,Manati,PR,00674-1082,Juan B.  Nazario-Negron,President,http://www.aupr.edu,,,,Manat�_ Municipio,-66.478295,18.432498,
,American Educational College,45 Santa Cruz Street,Bayamon,PR,961,J E Gonzalez Pinto,President,,,,,Bayam�_n Municipio,-66.16185,18.40694,
,Antilles School of Technical Careers,Ave.Fernandez Juncos 1851/1905,Santurce,PR,00919-1536,Alex  A. de Jorge,President,,,,,San Juan Municipio,-66.060183,18.438871,
,Universidad Adventista de las Antillas,Carr 106 Km 2.2 Int,Mayaguez,PR,00680-0000,Myrna Costa,President,http://uaa.edu/,,,,Mayag�_ez Municipio,-67.112624,18.2053,
,Atlantic College,Colton St. # 9,Guaynabo,PR,970,Teresa de Dios-Unanue,President,http://www.atlanticcollege-pr.com,http://www.atlanticcollege-pr.com,http://www.atlanticcollege-pr.com,,Guaynabo Municipio,-66.111244,18.357625,
,Bayamon Central University,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,Bayam�_n,PR,00960-1725,Dra. Lillian Negr�_n-Col�_n,President,http://www.ucb.edu.pr,,,http://www.ucb.edu.pr,Bayam�_n Municipio,-66.181496,18.400541,
,Columbia Centro Universitario-Caguas,Carr 183 Km 1.7,Caguas,PR,726,Mrs. Michelle V̩lez,Chancellor,http://www.columbiaco.edu,,,,Caguas Municipio,-66.028097,18.2263,
